"","States","Date","Totalcases","Newcases","Confirmedcases","Probablecases","TotalPCR","TotalABT_p","TotalABT_s","Totaltests","Recovered","Totaldeath","Newdeath","Probabledeath","Confirmeddeath"
"1","alabama",2020-12-10,284922,4735,234992,49930,1684362,76322,NA,1760684,174805,4034,49,465,3569
"2","alabama",2020-12-09,280187,3522,231539,48648,1673164,75780,NA,1748944,174805,3985,43,460,3525
"3","alabama",2020-12-08,276665,4436,229007,47658,1664090,75221,NA,1739311,168387,3942,50,446,3496
"4","alabama",2020-12-07,272229,2352,225789,46440,1651573,74956,NA,1726529,168387,3892,3,427,3465
"5","alabama",2020-12-06,269877,2288,223915,45962,1645041,74784,NA,1719825,168387,3889,12,427,3462
"6","alabama",2020-12-05,267589,3390,221804,45785,1637161,74594,NA,1711755,168387,3877,46,423,3454
"7","alabama",2020-12-04,264199,3840,219069,45130,1626368,74069,NA,1700437,168387,3831,55,420,3411
"8","alabama",2020-12-03,260359,3531,215938,44421,1615948,73588,NA,1689536,168387,3776,65,401,3375
"9","alabama",2020-12-02,256828,3928,213172,43656,1603523,73187,NA,1676710,168387,3711,73,385,3326
"10","alabama",2020-12-01,252900,3376,210037,42863,1593842,71828,NA,1665670,161946,3638,60,358,3280
"11","alabama",2020-11-30,249524,2295,208023,41501,1584347,71698,NA,1656045,161946,3578,1,332,3246
"12","alabama",2020-11-29,247229,2236,205943,41286,1579713,71698,NA,1651411,161946,3577,5,332,3245
"13","alabama",2020-11-28,244993,2119,204110,40883,1573902,71335,NA,1645237,161946,3572,0,332,3240
"14","alabama",2020-11-27,242874,917,202473,40401,1567713,71131,NA,1638844,161946,3572,0,332,3240
"15","alabama",2020-11-26,241957,2639,201755,40202,1562942,70846,NA,1633788,161946,3572,40,332,3240
"16","alabama",2020-11-25,239318,2453,199626,39692,1553587,70609,NA,1624196,161946,3532,60,325,3207
"17","alabama",2020-11-24,236865,2785,197848,39017,1544865,70247,NA,1615112,90702,3472,13,307,3165
"18","alabama",2020-11-23,234080,1574,195887,38193,1533628,70036,NA,1603664,90702,3459,2,304,3155
"19","alabama",2020-11-22,232506,1798,194585,37921,1525386,69857,NA,1595243,90702,3457,0,304,3153
"20","alabama",2020-11-21,230708,2335,193095,37613,1518186,69591,NA,1587777,90702,3457,6,304,3153
"21","alabama",2020-11-20,228373,2463,191408,36965,1508212,69249,NA,1577461,90702,3451,32,303,3148
"22","alabama",2020-11-19,225910,2424,189461,36449,1496717,68847,NA,1565564,90702,3419,72,296,3123
"23","alabama",2020-11-18,223486,2638,187623,35863,1481668,68534,NA,1550202,88038,3347,46,274,3073
"24","alabama",2020-11-17,220848,1616,185874,34974,1473546,68223,NA,1541769,88038,3301,52,261,3040
"25","alabama",2020-11-16,219232,1410,184645,34587,1466603,68042,NA,1534645,88038,3249,1,248,3001
"26","alabama",2020-11-15,217822,1979,183491,34331,1459406,67964,NA,1527370,88038,3248,2,248,3000
"27","alabama",2020-11-14,215843,2226,181895,33948,1453155,67747,NA,1520902,88038,3246,15,248,2998
"28","alabama",2020-11-13,213617,2980,180275,33342,1440875,67410,NA,1508285,88038,3231,18,242,2989
"29","alabama",2020-11-12,210637,2000,178013,32624,1421590,67066,NA,1488656,88038,3213,12,243,2970
"30","alabama",2020-11-11,208637,2070,176355,32282,1421590,66749,NA,1488339,84471,3201,81,243,2958
"31","alabama",2020-11-10,206567,1710,174987,31580,1406139,66544,NA,1472683,84471,3120,36,230,2890
"32","alabama",2020-11-09,204857,1170,173854,31003,1406829,66370,NA,1473199,84471,3084,0,219,2865
"33","alabama",2020-11-08,203687,1205,172874,30813,1402691,66292,NA,1468983,84471,3084,2,219,2865
"34","alabama",2020-11-07,202482,1768,171773,30709,1396368,66104,NA,1462472,84471,3082,33,218,2864
"35","alabama",2020-11-06,200714,1556,170446,30268,1387448,65871,NA,1453319,84471,3049,23,210,2839
"36","alabama",2020-11-05,199158,1381,169266,29892,1379107,65657,NA,1444764,84471,3026,20,208,2818
"37","alabama",2020-11-04,197777,1848,168115,29662,1371612,65256,NA,1436868,84471,3006,19,207,2799
"38","alabama",2020-11-03,195929,1037,166627,29302,1363049,65053,NA,1428102,81005,2987,14,205,2782
"39","alabama",2020-11-02,194892,907,165984,28908,1356420,64932,NA,1421352,81005,2973,0,206,2767
"40","alabama",2020-11-01,193985,1700,165239,28746,1352580,64859,NA,1417439,81005,2973,6,206,2767
"41","alabama",2020-10-31,192285,1789,164295,27990,1346253,64693,NA,1410946,81005,2967,35,206,2761
"42","alabama",2020-10-30,190496,1347,162720,27776,1335689,64432,NA,1400121,81005,2932,18,197,2735
"43","alabama",2020-10-29,189149,1443,161537,27612,1327435,64185,NA,1391620,81005,2914,3,196,2718
"44","alabama",2020-10-28,187706,1269,160380,27326,1320306,63860,NA,1384166,74439,2911,19,198,2713
"45","alabama",2020-10-27,186437,1115,159439,26998,1312887,63683,NA,1376570,74439,2892,26,193,2699
"46","alabama",2020-10-26,185322,967,158701,26621,1307694,80313,NA,1388007,74439,2866,0,186,2680
"47","alabama",2020-10-25,184355,1079,157881,26474,1302666,63508,NA,1366174,74439,2866,0,186,2680
"48","alabama",2020-10-24,183276,2360,156946,26330,1295868,63359,NA,1359227,74439,2866,7,186,2680
"49","alabama",2020-10-23,180916,3852,155915,25001,1289773,62498,NA,1352271,74439,2859,16,185,2674
"50","alabama",2020-10-22,177064,2536,154942,22122,1280695,62257,NA,1342952,74439,2843,38,183,2660
"51","alabama",2020-10-21,174528,0,153016,21512,1273523,62008,NA,1335531,74439,2805,0,172,2633
"52","alabama",2020-10-20,174528,1043,153016,21512,1265575,61855,NA,1327430,74238,2805,16,172,2633
"53","alabama",2020-10-19,173485,859,152272,21213,1260100,61800,NA,1321900,74238,2789,1,168,2621
"54","alabama",2020-10-18,172626,964,151527,21099,1253896,61573,NA,1315469,74238,2788,0,168,2620
"55","alabama",2020-10-17,171662,1288,150696,20966,1248795,61431,NA,1310226,74238,2788,2,168,2620
"56","alabama",2020-10-16,170374,1212,149724,20650,1241182,61222,NA,1302404,74238,2786,30,168,2618
"57","alabama",2020-10-15,169162,1185,148659,20503,1234074,60916,NA,1294990,74238,2756,50,166,2590
"58","alabama",2020-10-14,167977,784,147745,20232,1226221,60687,NA,1286908,74238,2706,41,157,2549
"59","alabama",2020-10-13,167193,1117,147083,20110,1221207,60552,NA,1281759,71240,2665,0,156,2509
"60","alabama",2020-10-12,166076,734,146223,19853,1214610,60414,NA,1275024,71240,2665,1,156,2509
"61","alabama",2020-10-11,165342,816,145590,19752,1210007,60353,NA,1270360,71240,2664,0,156,2508
"62","alabama",2020-10-10,164526,1061,144901,19625,1204320,60161,NA,1264481,71240,2664,11,156,2508
"63","alabama",2020-10-09,163465,1490,143900,19565,1196452,59957,NA,1256409,71240,2653,16,157,2496
"64","alabama",2020-10-08,161975,557,142664,19311,1184710,59685,NA,1244395,71240,2637,36,153,2484
"65","alabama",2020-10-07,161418,941,142292,19126,1180818,59483,NA,1240301,67948,2601,21,147,2454
"66","alabama",2020-10-06,160477,764,141554,18923,1172847,59331,NA,1232178,67948,2580,21,144,2436
"67","alabama",2020-10-05,159713,544,140922,18791,1167513,59283,NA,1226796,67948,2559,1,142,2417
"68","alabama",2020-10-04,159169,789,140445,18724,1162518,59243,NA,1221761,67948,2558,0,142,2416
"69","alabama",2020-10-03,158380,1682,139726,18654,1156045,59075,NA,1215120,67948,2558,8,142,2416
"70","alabama",2020-10-02,156698,954,138989,17709,1145601,58858,NA,1204459,67948,2550,2,141,2409
"71","alabama",2020-10-01,155744,1043,138162,17582,1138732,58605,NA,1197337,67948,2548,8,143,2405
"72","alabama",2020-09-30,154701,1147,137564,17137,1132039,58393,NA,1190432,67948,2540,23,141,2399
"73","alabama",2020-09-29,153554,571,136549,17005,1119712,58235,NA,1177947,64583,2517,16,139,2378
"74","alabama",2020-09-28,152983,662,136055,16928,1116346,58151,NA,1174497,64583,2501,0,137,2364
"75","alabama",2020-09-27,152321,730,135554,16767,1111239,58032,NA,1169271,64583,2501,0,137,2364
"76","alabama",2020-09-26,151591,933,134884,16707,1104932,57800,NA,1162732,64583,2501,10,137,2364
"77","alabama",2020-09-25,150658,2452,134231,16427,1097595,57589,NA,1155184,64583,2491,-15,134,2357
"78","alabama",2020-09-24,148206,1053,133433,14773,1078180,57387,NA,1135567,64583,2506,18,157,2349
"79","alabama",2020-09-23,147153,569,132452,14701,1070903,57192,NA,1128095,64583,2488,31,153,2335
"80","alabama",2020-09-22,146584,804,131988,14596,1065553,57042,NA,1122595,61232,2457,18,153,2304
"81","alabama",2020-09-21,145780,818,131405,14375,1059517,56961,NA,1116478,61232,2439,2,147,2292
"82","alabama",2020-09-20,144962,798,130651,14311,1054017,56887,NA,1110904,61232,2437,0,147,2290
"83","alabama",2020-09-19,144164,1301,129974,14190,1048422,56797,NA,1105219,61232,2437,9,147,2290
"84","alabama",2020-09-18,142863,1106,128818,14045,1039010,56411,NA,1095421,61232,2428,27,144,2284
"85","alabama",2020-09-17,141757,670,128097,13660,1031253,56181,NA,1087434,61232,2401,9,137,2264
"86","alabama",2020-09-16,141087,927,127523,13564,1027207,55976,NA,1083183,61232,2392,5,135,2257
"87","alabama",2020-09-15,140160,701,126813,13347,1019623,55856,NA,1075479,54223,2387,32,134,2253
"88","alabama",2020-09-14,139459,704,126299,13160,1014391,55780,NA,1070171,54223,2355,4,134,2221
"89","alabama",2020-09-13,138755,1109,125795,12960,1010227,55599,NA,1065826,54223,2351,1,133,2218
"90","alabama",2020-09-12,137646,943,124823,12823,1003546,55442,NA,1058988,54223,2350,17,133,2217
"91","alabama",2020-09-11,136703,1138,124097,12606,998316,55157,NA,1053473,54223,2333,32,129,2204
"92","alabama",2020-09-10,135565,1148,123267,12298,993440,55417,NA,1048857,54223,2301,16,125,2176
"93","alabama",2020-09-09,134417,811,122580,11837,986562,55320,NA,1041882,54223,2285,8,124,2161
"94","alabama",2020-09-08,133606,633,121879,11727,980668,55234,NA,1035902,51154,2277,1,124,2153
"95","alabama",2020-09-07,132973,659,121474,11499,976496,55192,NA,1031688,51154,2276,0,124,2152
"96","alabama",2020-09-06,132314,511,120815,11499,972809,55174,NA,1027983,51154,2276,1,124,2152
"97","alabama",2020-09-05,131803,1410,120327,11476,966497,54959,NA,1021456,51154,2275,9,124,2151
"98","alabama",2020-09-04,130393,1108,119289,11104,959309,54774,NA,1014083,51154,2266,33,122,2144
"99","alabama",2020-09-03,129285,1046,118601,10684,955290,54557,NA,1009847,51154,2233,16,113,2120
"100","alabama",2020-09-02,128239,623,118220,10019,954214,54160,NA,1008374,51154,2217,17,103,2114
"101","alabama",2020-09-01,127616,1558,118134,9482,949438,54076,NA,1003514,48028,2200,18,98,2102
"102","alabama",2020-08-31,126058,823,117152,8906,976381,NA,NA,976381,48028,2182,20,99,2083
"103","alabama",2020-08-30,125235,1346,116456,8779,972283,NA,NA,972283,48028,2162,10,95,2067
"104","alabama",2020-08-29,123889,1704,115284,8605,967213,NA,NA,967213,48028,2152,45,93,2059
"105","alabama",2020-08-28,122185,1162,113723,8462,956401,NA,NA,956401,48028,2107,31,90,2017
"106","alabama",2020-08-27,121023,1769,112794,8229,948580,NA,NA,948580,48028,2076,31,86,1990
"107","alabama",2020-08-26,119254,2012,112126,7128,936557,NA,NA,936557,48028,2045,8,80,1965
"108","alabama",2020-08-25,117242,532,110954,6288,920989,NA,NA,920989,44684,2037,13,78,1959
"109","alabama",2020-08-24,116710,1650,110769,5941,916364,NA,NA,916364,44684,2024,11,74,1950
"110","alabama",2020-08-23,115060,528,110094,4966,916703,NA,NA,916703,44684,2013,2,69,1944
"111","alabama",2020-08-22,114532,1762,109566,4966,911316,NA,NA,911316,44684,2011,21,69,1942
"112","alabama",2020-08-21,112770,321,107804,4966,891813,NA,NA,891813,44684,1990,16,69,1921
"113","alabama",2020-08-20,112449,971,107483,4966,891813,NA,NA,891813,44684,1974,30,69,1905
"114","alabama",2020-08-19,111478,1117,106784,4694,880652,NA,NA,880652,41523,1944,8,68,1876
"115","alabama",2020-08-18,110361,1357,105815,4546,863713,NA,NA,863713,41523,1936,11,69,1867
"116","alabama",2020-08-17,109004,571,104595,4409,848514,NA,NA,848514,41523,1925,27,70,1855
"117","alabama",2020-08-16,108433,853,104079,4354,842070,NA,NA,842070,41523,1898,2,68,1830
"118","alabama",2020-08-15,107580,1271,103357,4223,832794,NA,NA,832794,41523,1896,3,68,1828
"119","alabama",2020-08-14,106309,752,102196,4113,820871,NA,NA,820871,41523,1893,3,68,1825
"120","alabama",2020-08-13,105557,771,101496,4061,798501,NA,NA,798501,41523,1890,8,69,1821
"121","alabama",2020-08-12,104786,935,100801,3985,791786,NA,NA,791786,41523,1882,35,68,1814
"122","alabama",2020-08-11,103851,831,99926,3925,779764,NA,NA,779764,37923,1847,50,66,1781
"123","alabama",2020-08-10,103020,1686,99390,3630,776937,NA,NA,776937,37923,1797,29,64,1733
"124","alabama",2020-08-09,101334,2947,97735,3599,758852,NA,NA,758852,37923,1768,33,61,1707
"125","alabama",2020-08-08,98387,86,94827,3560,745942,NA,NA,745942,37923,1735,0,61,1674
"126","alabama",2020-08-07,98301,1709,94827,3474,745942,NA,NA,745942,37923,1735,21,61,1674
"127","alabama",2020-08-06,96592,1938,93402,3190,736594,NA,NA,736594,37923,1714,19,60,1654
"128","alabama",2020-08-05,94654,952,91776,2878,724582,NA,NA,724582,37923,1695,29,56,1639
"129","alabama",2020-08-04,93702,1041,90890,2812,719489,NA,NA,719489,35401,1666,33,55,1611
"130","alabama",2020-08-03,92661,1217,89927,2734,711317,NA,NA,711317,35401,1633,6,53,1580
"131","alabama",2020-08-02,91444,2095,88811,2633,703437,NA,NA,703437,35401,1627,24,51,1576
"132","alabama",2020-08-01,89349,1626,86780,2569,694802,NA,NA,694802,35401,1603,23,50,1553
"133","alabama",2020-07-31,87723,1961,85278,2445,687022,NA,NA,687022,35401,1580,15,49,1531
"134","alabama",2020-07-30,85762,1980,83495,2267,677841,NA,NA,677841,35401,1565,27,49,1516
"135","alabama",2020-07-29,83782,1416,81572,2210,666065,NA,NA,666065,32510,1538,47,49,1489
"136","alabama",2020-07-28,82366,1251,80309,2057,663342,NA,NA,663342,32510,1491,0,45,1446
"137","alabama",2020-07-27,81115,1821,79129,1986,655973,NA,NA,655973,32510,1491,18,45,1446
"138","alabama",2020-07-26,79294,1164,77351,1943,647743,NA,NA,647743,32510,1473,17,45,1428
"139","alabama",2020-07-25,78130,2125,76314,1816,639795,NA,NA,639795,32510,1456,18,43,1413
"140","alabama",2020-07-24,76005,1793,74365,1640,627344,NA,NA,627344,32510,1438,41,43,1395
"141","alabama",2020-07-23,74212,2399,72696,1516,618011,NA,NA,618011,32510,1397,33,40,1357
"142","alabama",2020-07-22,71813,1455,70413,1400,608088,NA,NA,608088,29736,1364,61,39,1325
"143","alabama",2020-07-21,70358,1467,69075,1283,599098,NA,NA,599098,29736,1303,12,35,1268
"144","alabama",2020-07-20,68891,1880,67711,1180,592608,NA,NA,592608,29736,1291,4,34,1257
"145","alabama",2020-07-19,67011,1777,65865,1146,584387,NA,NA,584387,29736,1287,1,33,1254
"146","alabama",2020-07-18,65234,2143,64180,1054,573441,NA,NA,573441,29736,1286,21,33,1253
"147","alabama",2020-07-17,63091,2003,62111,980,562135,NA,NA,562135,29736,1265,35,33,1232
"148","alabama",2020-07-16,61088,2021,60158,930,550179,NA,NA,550179,29736,1230,19,30,1200
"149","alabama",2020-07-15,59067,1812,58225,842,540207,NA,NA,540207,29736,1211,47,28,1183
"150","alabama",2020-07-14,57255,1710,56441,814,528275,NA,NA,528275,25783,1164,40,28,1136
"151","alabama",2020-07-13,55545,1958,54768,777,518827,NA,NA,518827,25783,1124,3,28,1096
"152","alabama",2020-07-12,53587,1640,52908,679,510827,NA,NA,510827,25783,1121,7,28,1093
"153","alabama",2020-07-11,51947,1439,51294,653,501367,NA,NA,501367,25783,1114,10,28,1086
"154","alabama",2020-07-10,50508,1334,49892,616,491600,NA,NA,491600,25783,1104,36,27,1077
"155","alabama",2020-07-09,49174,2212,48588,586,467754,NA,NA,467754,25783,1068,10,26,1042
"156","alabama",2020-07-08,46962,1177,46424,538,467754,NA,NA,467754,22082,1058,25,26,1032
"157","alabama",2020-07-07,45785,907,45263,522,460842,NA,NA,460842,22082,1033,26,26,1007
"158","alabama",2020-07-06,44878,925,44375,503,454592,NA,NA,454592,22082,1007,0,23,984
"159","alabama",2020-07-05,43953,1091,43450,503,449383,NA,NA,449383,22082,1007,0,23,984
"160","alabama",2020-07-04,42862,997,42359,503,441585,NA,NA,441585,22082,1007,1,23,984
"161","alabama",2020-07-03,41865,1754,41362,503,430128,NA,NA,430128,22082,1006,21,23,983
"162","alabama",2020-07-02,40111,1149,39604,507,419221,NA,NA,419221,22082,985,13,24,961
"163","alabama",2020-07-01,38962,917,38442,520,413433,NA,NA,413433,18866,972,22,25,947
"164","alabama",2020-06-30,38045,870,37536,509,406143,NA,NA,406143,18866,950,21,24,926
"165","alabama",2020-06-29,37175,1734,36682,493,392800,NA,NA,392800,18866,929,10,24,905
"166","alabama",2020-06-28,35441,358,34964,477,385803,NA,NA,385803,18866,919,0,21,898
"167","alabama",2020-06-27,35083,900,34605,478,384026,NA,NA,384026,18866,919,12,21,898
"168","alabama",2020-06-26,34183,977,33717,466,377857,NA,NA,377857,18866,907,11,20,887
"169","alabama",2020-06-25,33206,1142,32753,453,369005,NA,NA,369005,18866,896,5,16,880
"170","alabama",2020-06-24,32064,967,31624,440,358319,NA,NA,358319,18866,891,27,12,879
"171","alabama",2020-06-23,31097,643,30670,427,353611,NA,NA,353611,15974,864,23,10,854
"172","alabama",2020-06-22,30454,433,30031,423,348687,NA,NA,348687,15974,841,2,10,831
"173","alabama",2020-06-21,30021,472,29598,423,344255,NA,NA,344255,15974,839,1,10,829
"174","alabama",2020-06-20,29549,547,29126,423,339100,NA,NA,339100,15974,838,16,10,828
"175","alabama",2020-06-19,29002,796,28583,419,330906,NA,NA,330906,15974,822,12,10,812
"176","alabama",2020-06-18,28206,894,27796,410,322124,NA,NA,322124,15974,810,20,9,801
"177","alabama",2020-06-17,27312,400,26914,398,310325,NA,NA,310325,15974,790,5,6,784
"178","alabama",2020-06-16,26912,640,26524,388,305036,NA,NA,305036,13508,785,11,6,779
"179","alabama",2020-06-15,26272,657,25892,380,302294,NA,NA,302294,13508,774,1,5,769
"180","alabama",2020-06-14,25615,1014,25235,380,297075,NA,NA,297075,13508,773,0,5,768
"181","alabama",2020-06-13,24601,891,24221,380,292872,NA,NA,292872,13508,773,4,5,768
"182","alabama",2020-06-12,23710,865,23333,377,286008,NA,NA,286008,13508,769,14,5,764
"183","alabama",2020-06-11,22845,856,22474,371,278455,NA,NA,278455,13508,755,11,5,750
"184","alabama",2020-06-10,21989,567,21626,363,272694,NA,NA,272694,13508,744,15,5,739
"185","alabama",2020-06-09,21422,497,21071,351,267388,NA,NA,267388,11395,729,11,4,725
"186","alabama",2020-06-08,20925,425,20590,335,259232,NA,NA,259232,11395,718,26,4,714
"187","alabama",2020-06-07,20500,457,20166,334,259232,NA,NA,259232,11395,692,3,4,688
"188","alabama",2020-06-06,20043,656,19709,334,245310,NA,NA,245310,11395,689,13,4,685
"189","alabama",2020-06-05,19387,315,19073,314,239159,NA,NA,239159,11395,676,23,4,672
"190","alabama",2020-06-04,19072,221,18766,306,235299,NA,NA,235299,11395,653,0,2,651
"191","alabama",2020-06-03,18851,209,18554,297,231297,NA,NA,231297,11395,653,2,2,651
"192","alabama",2020-06-02,18642,279,18354,288,223802,NA,NA,223802,9355,651,5,2,649
"193","alabama",2020-06-01,18363,460,18075,288,223235,NA,NA,223235,9355,646,15,2,644
"194","alabama",2020-05-31,17903,544,17614,289,221307,NA,NA,221307,9355,631,13,2,629
"195","alabama",2020-05-30,17359,536,17359,NA,212201,NA,NA,212201,9355,618,13,NA,618
"196","alabama",2020-05-29,16823,513,16823,NA,208883,NA,NA,208883,9355,605,15,NA,605
"197","alabama",2020-05-28,16310,467,16310,NA,200481,NA,NA,200481,9355,590,9,NA,590
"198","alabama",2020-05-27,15843,447,15843,NA,195794,NA,NA,195794,7951,581,6,NA,581
"199","alabama",2020-05-26,15396,666,15396,NA,193759,NA,NA,193759,7951,575,13,NA,575
"200","alabama",2020-05-25,14730,403,14730,NA,190315,NA,NA,190315,7951,562,11,NA,562
"201","alabama",2020-05-24,14327,389,14327,NA,185799,NA,NA,185799,7951,551,5,NA,551
"202","alabama",2020-05-23,13938,375,13938,NA,182676,NA,NA,182676,7951,546,9,NA,546
"203","alabama",2020-05-22,13563,444,13563,NA,177768,NA,NA,177768,7951,537,8,NA,537
"204","alabama",2020-05-21,13119,375,13119,NA,170739,NA,NA,170739,NA,529,12,NA,529
"205","alabama",2020-05-20,12744,368,12744,NA,164450,NA,NA,164450,NA,517,13,NA,517
"206","alabama",2020-05-19,12376,290,12376,NA,157566,NA,NA,157566,NA,504,15,NA,504
"207","alabama",2020-05-18,12086,315,12086,NA,157123,NA,NA,157123,NA,489,1,NA,489
"208","alabama",2020-05-17,11771,248,11771,NA,156350,NA,NA,156350,NA,488,3,NA,488
"209","alabama",2020-05-16,11523,307,11523,NA,153494,NA,NA,153494,NA,485,9,NA,485
"210","alabama",2020-05-15,11216,248,11216,NA,146063,NA,NA,146063,NA,476,9,NA,476
"211","alabama",2020-05-14,10968,351,10968,NA,136372,NA,NA,136372,NA,467,18,NA,467
"212","alabama",2020-05-13,10617,307,10617,NA,133218,NA,NA,133218,NA,449,20,NA,449
"213","alabama",2020-05-12,10310,301,10310,NA,133218,NA,NA,133218,NA,429,28,NA,429
"214","alabama",2020-05-11,10009,232,10009,NA,129444,NA,NA,129444,NA,401,8,NA,401
"215","alabama",2020-05-10,9777,210,9777,NA,127421,NA,NA,127421,NA,393,5,NA,393
"216","alabama",2020-05-09,9567,346,9567,NA,125494,NA,NA,125494,NA,388,13,NA,388
"217","alabama",2020-05-08,9221,323,9221,NA,120114,NA,NA,120114,NA,375,26,NA,375
"218","alabama",2020-05-07,8898,317,8898,NA,115173,NA,NA,115173,NA,349,9,NA,349
"219","alabama",2020-05-06,8581,296,8581,NA,109516,NA,NA,109516,NA,340,27,NA,340
"220","alabama",2020-05-05,8285,260,8285,NA,106766,NA,NA,106766,NA,313,17,NA,313
"221","alabama",2020-05-04,8025,300,8025,NA,103117,NA,NA,103117,NA,296,6,NA,296
"222","alabama",2020-05-03,7725,291,7725,NA,92500,NA,NA,92500,NA,290,2,NA,290
"223","alabama",2020-05-02,7434,276,7434,NA,92209,NA,NA,92209,NA,288,9,NA,NA
"224","alabama",2020-05-01,7158,139,7158,NA,91933,NA,NA,91933,NA,279,10,NA,NA
"225","alabama",2020-04-30,7019,177,7019,NA,87196,NA,NA,87196,NA,269,24,NA,NA
"226","alabama",2020-04-29,6842,155,6842,NA,80449,NA,NA,80449,NA,245,3,NA,NA
"227","alabama",2020-04-28,6687,188,6687,NA,75827,NA,NA,75827,NA,242,20,NA,NA
"228","alabama",2020-04-27,6499,229,6499,NA,73997,NA,NA,73997,NA,222,6,NA,NA
"229","alabama",2020-04-26,6270,133,6270,NA,73551,NA,NA,73551,NA,216,4,NA,NA
"230","alabama",2020-04-25,6137,305,6137,NA,71344,NA,NA,71344,NA,212,15,NA,NA
"231","alabama",2020-04-24,5832,54,5832,NA,52695,NA,NA,52695,NA,197,0,NA,NA
"232","alabama",2020-04-23,5778,313,5778,NA,52641,NA,NA,52641,NA,197,3,NA,NA
"233","alabama",2020-04-22,5465,234,5465,NA,48760,NA,NA,48760,NA,194,17,NA,NA
"234","alabama",2020-04-21,5231,206,5231,NA,48526,NA,NA,48526,NA,177,10,NA,NA
"235","alabama",2020-04-20,5025,188,5025,NA,45900,NA,NA,45900,NA,167,13,NA,NA
"236","alabama",2020-04-19,4837,182,4837,NA,45712,NA,NA,45712,NA,154,8,NA,NA
"237","alabama",2020-04-18,4655,125,4655,NA,42538,NA,NA,42538,NA,146,2,NA,NA
"238","alabama",2020-04-17,4530,185,4530,NA,37848,NA,NA,37848,NA,144,11,NA,NA
"239","alabama",2020-04-16,4345,232,4345,NA,36391,NA,NA,36391,NA,133,12,NA,NA
"240","alabama",2020-04-15,4113,237,4113,NA,34077,NA,NA,34077,NA,121,11,NA,NA
"241","alabama",2020-04-14,3876,142,3876,NA,33117,NA,NA,33117,NA,110,11,NA,NA
"242","alabama",2020-04-13,3734,209,3734,NA,29182,NA,NA,29182,NA,99,6,NA,NA
"243","alabama",2020-04-12,3525,334,3525,NA,21583,NA,NA,21583,NA,93,2,NA,NA
"244","alabama",2020-04-11,3191,223,3191,NA,21249,NA,NA,21249,NA,91,11,NA,NA
"245","alabama",2020-04-10,2968,199,2968,NA,21026,NA,NA,21026,NA,80,6,NA,NA
"246","alabama",2020-04-09,2769,400,2769,NA,20827,NA,NA,20827,NA,74,8,NA,NA
"247","alabama",2020-04-08,2369,250,2369,NA,19122,NA,NA,19122,NA,66,10,NA,NA
"248","alabama",2020-04-07,2119,151,2119,NA,14916,NA,NA,14916,NA,56,6,NA,NA
"249","alabama",2020-04-06,1968,172,1968,NA,14765,NA,NA,14765,NA,50,5,NA,NA
"250","alabama",2020-04-05,1796,216,1796,NA,13078,NA,NA,13078,NA,45,2,NA,NA
"251","alabama",2020-04-04,1580,148,1580,NA,10853,NA,NA,10853,NA,43,8,NA,NA
"252","alabama",2020-04-03,1432,199,1432,NA,9619,NA,NA,9619,NA,35,3,NA,NA
"253","alabama",2020-04-02,1233,156,1233,NA,8736,NA,NA,8736,NA,32,6,NA,NA
"254","alabama",2020-04-01,1077,96,1077,NA,7774,NA,NA,7774,NA,26,13,NA,NA
"255","alaska",2020-12-10,37962,620,NA,NA,1113360,NA,NA,1113360,7165,155,5,NA,155
"256","alaska",2020-12-09,37342,584,NA,NA,1099555,NA,NA,1099555,7165,150,4,NA,150
"257","alaska",2020-12-08,36758,562,NA,NA,1088978,NA,NA,1088978,7165,146,0,NA,146
"258","alaska",2020-12-07,36196,476,NA,NA,1082140,NA,NA,1082140,7165,146,3,NA,146
"259","alaska",2020-12-06,35720,757,NA,NA,1077776,NA,NA,1077776,7165,143,0,NA,143
"260","alaska",2020-12-05,34963,922,NA,NA,1067231,NA,NA,1067231,7165,143,1,NA,143
"261","alaska",2020-12-04,34041,750,NA,NA,1050369,NA,NA,1050369,7165,142,12,NA,142
"262","alaska",2020-12-03,33291,760,NA,NA,1040505,NA,NA,1040505,7165,130,8,NA,130
"263","alaska",2020-12-02,32531,697,NA,NA,1024643,NA,NA,1024643,7165,122,0,NA,122
"264","alaska",2020-12-01,31834,511,NA,NA,1018628,NA,NA,1018628,7165,122,1,NA,122
"265","alaska",2020-11-30,31323,507,NA,NA,1011396,NA,NA,1011396,7165,121,0,NA,121
"266","alaska",2020-11-29,30816,612,NA,NA,1006180,NA,NA,1006180,7165,121,0,NA,121
"267","alaska",2020-11-28,30204,650,NA,NA,999054,NA,NA,999054,7165,121,2,NA,121
"268","alaska",2020-11-27,29554,662,NA,NA,990773,NA,NA,990773,7165,119,0,NA,119
"269","alaska",2020-11-26,28892,553,NA,NA,969573,NA,NA,969573,7165,119,3,NA,119
"270","alaska",2020-11-25,28339,670,NA,NA,954276,NA,NA,954276,7165,116,0,NA,116
"271","alaska",2020-11-24,27669,584,NA,NA,943401,NA,NA,943401,7165,116,13,NA,116
"272","alaska",2020-11-23,27085,498,NA,NA,933016,NA,NA,933016,7165,103,0,NA,103
"273","alaska",2020-11-22,26587,543,NA,NA,926361,NA,NA,926361,7165,103,1,NA,103
"274","alaska",2020-11-21,26044,675,NA,NA,918745,NA,NA,918745,7165,102,1,NA,102
