"","States","Date","Totalcases","Newcases","Confirmedcases","Probablecases","TotalPCR","TotalABT_p","TotalABT_s","Totaltests","Recovered","Totaldeath","Newdeath","Probabledeath","Confirmeddeath"
"10681","puerto-rico",2020-11-28,51581,903,50081,1500,357553,NA,NA,357553,42589,1083,7,224,859
"10682","puerto-rico",2020-11-27,50678,1452,49226,1452,356650,NA,NA,356650,41768,1076,7,224,852
"10683","puerto-rico",2020-11-26,49226,501,47854,1372,355198,NA,NA,355198,40886,1069,17,222,847
"10684","puerto-rico",2020-11-25,48725,177,47345,1380,354697,NA,NA,354697,40035,1052,14,220,832
"10685","puerto-rico",2020-11-24,48548,348,47216,1332,354520,NA,NA,354520,39895,1038,6,219,819
"10686","puerto-rico",2020-11-23,48200,741,46923,1277,354172,NA,NA,354172,39214,1032,15,220,812
"10687","puerto-rico",2020-11-22,47459,1025,46235,1224,353431,NA,NA,353431,39142,1017,5,219,798
"10688","puerto-rico",2020-11-21,46434,1099,45268,1166,352406,NA,NA,352406,38237,1012,21,219,793
"10689","puerto-rico",2020-11-20,45335,904,44277,1058,351307,NA,NA,351307,38238,991,9,216,775
"10690","puerto-rico",2020-11-19,44431,521,43403,1028,350403,NA,NA,350403,37327,982,11,215,767
"10691","puerto-rico",2020-11-18,43910,325,43031,879,349882,NA,NA,349882,36675,971,20,215,756
"10692","puerto-rico",2020-11-17,43585,569,42790,795,349557,NA,NA,349557,36102,951,9,211,740
"10693","puerto-rico",2020-11-16,43016,537,42279,737,348988,NA,NA,348988,35461,942,7,211,731
"10694","puerto-rico",2020-11-15,42479,707,41798,681,348451,NA,NA,348451,35472,935,14,210,725
"10695","puerto-rico",2020-11-14,41772,653,41174,598,347744,NA,NA,347744,35074,921,7,210,711
"10696","puerto-rico",2020-11-13,41119,667,40574,545,347091,NA,NA,347091,35284,914,5,210,704
"10697","puerto-rico",2020-11-12,40452,1332,39968,484,346424,NA,NA,346424,34679,909,8,209,700
"10698","puerto-rico",2020-11-11,39120,264,38799,321,345092,NA,NA,345092,34032,901,12,208,693
"10699","puerto-rico",2020-11-10,38856,275,38681,175,344828,NA,NA,344828,33368,889,7,207,682
"10700","puerto-rico",2020-11-09,38581,481,38474,107,344553,NA,NA,344553,33354,882,10,207,675
"10701","puerto-rico",2020-11-08,38100,533,37999,101,344072,NA,NA,344072,33315,872,10,203,669
"10702","puerto-rico",2020-11-07,37567,663,37490,77,343539,NA,NA,343539,32475,862,0,203,659
"10703","puerto-rico",2020-11-06,36904,803,36904,72,342876,NA,NA,342876,31915,862,7,203,659
"10704","puerto-rico",2020-11-05,36101,294,36101,72,342073,NA,NA,342073,31182,855,5,202,653
"10705","puerto-rico",2020-11-04,35807,57,35807,NA,341779,NA,NA,341779,30568,850,8,202,648
"10706","puerto-rico",2020-11-03,35750,345,35750,NA,341722,NA,NA,341722,29763,842,3,200,642
"10707","puerto-rico",2020-11-02,35405,864,35405,NA,341377,NA,NA,341377,29352,839,7,200,639
"10708","puerto-rico",2020-11-01,34541,403,34541,NA,340513,NA,NA,340513,29903,832,10,200,632
"10709","puerto-rico",2020-10-31,34138,285,34138,NA,340110,NA,NA,340110,29464,822,2,196,626
"10710","puerto-rico",2020-10-30,33853,574,33853,NA,339825,NA,NA,339825,28912,820,6,194,626
"10711","puerto-rico",2020-10-29,33279,752,33279,NA,339251,NA,NA,339251,28439,814,1,193,621
"10712","puerto-rico",2020-10-28,32527,66,32527,NA,338499,NA,NA,338499,28021,813,5,193,620
"10713","puerto-rico",2020-10-27,32461,263,32461,NA,338433,NA,NA,338433,27607,808,4,192,616
"10714","puerto-rico",2020-10-26,32198,461,32198,NA,338170,NA,NA,338170,27603,804,3,192,612
"10715","puerto-rico",2020-10-25,31737,665,31737,NA,337709,NA,NA,337709,27348,801,7,191,610
"10716","puerto-rico",2020-10-24,31072,116,31072,NA,337044,NA,NA,337044,26866,794,3,190,604
"10717","puerto-rico",2020-10-23,30956,1152,30956,NA,336928,NA,NA,336928,26430,791,8,189,602
"10718","puerto-rico",2020-10-22,29804,87,29804,NA,335776,NA,NA,335776,26253,783,9,187,596
"10719","puerto-rico",2020-10-21,29717,132,29717,NA,335689,NA,NA,335689,26018,774,5,184,590
"10720","puerto-rico",2020-10-20,29585,447,29585,NA,335557,NA,NA,335557,25947,769,1,183,586
"10721","puerto-rico",2020-10-19,29138,427,29138,NA,335110,NA,NA,335110,25939,768,2,183,585
"10722","puerto-rico",2020-10-18,28711,418,28711,NA,334683,NA,NA,334683,25870,766,5,183,583
"10723","puerto-rico",2020-10-17,28293,119,28293,NA,334265,NA,NA,334265,25645,761,3,183,578
"10724","puerto-rico",2020-10-16,28174,227,28174,NA,334146,NA,NA,334146,25298,758,15,183,575
"10725","puerto-rico",2020-10-15,27947,318,27947,NA,333919,NA,NA,333919,25071,743,1,181,562
"10726","puerto-rico",2020-10-14,27629,490,27629,NA,333601,NA,NA,333601,24788,742,4,181,561
"10727","puerto-rico",2020-10-13,27139,135,27139,NA,333111,NA,NA,333111,24552,738,3,181,557
"10728","puerto-rico",2020-10-12,27004,228,27004,NA,332976,NA,NA,332976,24488,735,5,181,554
"10729","puerto-rico",2020-10-11,26776,218,26776,NA,332748,NA,NA,332748,24533,730,2,179,551
"10730","puerto-rico",2020-10-10,26558,232,26558,NA,332530,NA,NA,332530,24129,728,8,180,548
"10731","puerto-rico",2020-10-09,26326,316,26326,NA,332298,NA,NA,332298,23603,720,5,179,541
"10732","puerto-rico",2020-10-08,26010,352,26010,NA,331982,NA,NA,331982,22805,715,10,179,536
"10733","puerto-rico",2020-10-07,25658,23,25658,NA,331630,NA,NA,331630,22346,705,9,177,528
"10734","puerto-rico",2020-10-06,25635,238,25635,NA,331607,NA,NA,331607,NA,696,1,177,519
"10735","puerto-rico",2020-10-05,25397,363,25397,NA,331369,NA,NA,331369,NA,695,9,177,518
"10736","puerto-rico",2020-10-04,25034,230,25034,NA,331006,NA,NA,331006,NA,686,5,176,510
"10737","puerto-rico",2020-10-03,24804,299,24804,NA,330776,NA,NA,330776,NA,681,8,173,508
"10738","puerto-rico",2020-10-02,24505,329,24505,NA,330477,NA,NA,330477,NA,673,8,173,500
"10739","puerto-rico",2020-10-01,24176,176,24176,NA,330148,NA,NA,330148,NA,665,4,173,492
"10740","puerto-rico",2020-09-30,24000,199,24000,NA,329972,NA,NA,329972,NA,661,7,172,489
"10741","puerto-rico",2020-09-29,23801,444,23801,NA,329773,NA,NA,329773,NA,654,6,171,483
"10742","puerto-rico",2020-09-28,23357,660,23357,NA,329329,NA,NA,329329,NA,648,4,171,477
"10743","puerto-rico",2020-09-27,22697,533,22697,NA,328669,NA,NA,328669,NA,644,2,171,473
"10744","puerto-rico",2020-09-26,22164,296,22164,NA,328136,NA,NA,328136,NA,642,7,171,471
"10745","puerto-rico",2020-09-25,21868,712,21868,NA,327840,NA,NA,327840,NA,635,8,171,464
"10746","puerto-rico",2020-09-24,21156,717,21156,NA,327128,NA,NA,327128,NA,627,10,171,456
"10747","puerto-rico",2020-09-23,20439,40,20439,NA,326411,NA,NA,326411,NA,617,4,170,447
"10748","puerto-rico",2020-09-22,20399,88,20399,NA,326371,NA,NA,326371,NA,613,4,170,443
"10749","puerto-rico",2020-09-21,20311,242,20311,NA,326283,NA,NA,326283,NA,609,1,170,439
"10750","puerto-rico",2020-09-20,20069,262,20069,NA,326041,NA,NA,326041,NA,608,3,170,438
"10751","puerto-rico",2020-09-19,19807,694,19807,NA,325779,NA,NA,325779,NA,605,6,170,435
"10752","puerto-rico",2020-09-18,19113,479,19113,NA,325085,NA,NA,325085,NA,599,11,169,430
"10753","puerto-rico",2020-09-17,18634,382,18634,NA,324606,NA,NA,324606,NA,588,18,168,420
"10754","puerto-rico",2020-09-16,18252,46,18252,NA,324224,NA,NA,324224,NA,570,19,167,403
"10755","puerto-rico",2020-09-15,18206,229,18206,NA,324178,NA,NA,324178,NA,551,9,166,385
"10756","puerto-rico",2020-09-14,17977,208,17977,NA,323949,NA,NA,323949,NA,542,3,166,376
"10757","puerto-rico",2020-09-13,17769,171,17769,NA,323741,NA,NA,323741,NA,539,4,166,373
"10758","puerto-rico",2020-09-12,17598,241,17598,NA,323570,NA,NA,323570,NA,535,12,165,370
"10759","puerto-rico",2020-09-11,17357,109,17357,NA,323329,NA,NA,323329,NA,523,11,164,359
"10760","puerto-rico",2020-09-10,17248,459,17248,NA,323220,NA,NA,323220,NA,512,12,163,349
"10761","puerto-rico",2020-09-09,16789,1,16789,NA,322761,NA,NA,322761,NA,500,18,163,337
"10762","puerto-rico",2020-09-08,16788,96,16788,NA,322760,NA,NA,322760,NA,482,5,163,319
"10763","puerto-rico",2020-09-07,16692,423,16692,NA,322664,NA,NA,322664,NA,477,0,160,317
"10764","puerto-rico",2020-09-06,16269,26,16269,NA,322241,NA,NA,322241,NA,477,13,160,317
"10765","puerto-rico",2020-09-05,16243,142,16243,NA,322215,NA,NA,322215,NA,464,9,155,309
"10766","puerto-rico",2020-09-04,16101,32,16101,NA,322073,NA,NA,322073,NA,455,7,153,302
"10767","puerto-rico",2020-09-03,16069,127,16069,NA,322041,NA,NA,322041,NA,448,5,152,296
"10768","puerto-rico",2020-09-02,15942,358,15942,NA,321914,NA,NA,321914,NA,443,8,150,293
"10769","puerto-rico",2020-09-01,15584,108,15584,NA,321556,NA,NA,321556,NA,435,1,147,288
"10770","puerto-rico",2020-08-31,15476,247,15476,NA,321448,NA,NA,321448,NA,434,0,147,287
"10771","puerto-rico",2020-08-30,15229,243,15229,NA,321201,NA,NA,321201,NA,434,6,147,287
"10772","puerto-rico",2020-08-29,14986,260,14986,NA,320958,NA,NA,320958,NA,428,4,145,283
"10773","puerto-rico",2020-08-28,14726,257,14726,NA,320698,NA,NA,320698,NA,424,12,144,280
"10774","puerto-rico",2020-08-27,14469,459,14469,NA,320441,NA,NA,320441,NA,412,8,142,270
"10775","puerto-rico",2020-08-26,14010,18,14010,NA,319982,NA,NA,319982,NA,404,9,141,263
"10776","puerto-rico",2020-08-25,13992,70,13992,NA,319964,NA,NA,319964,NA,395,5,139,256
"10777","puerto-rico",2020-08-24,13922,445,13922,NA,319894,NA,NA,319894,NA,390,0,139,251
"10778","puerto-rico",2020-08-23,13477,195,13477,NA,319449,NA,NA,319449,NA,390,9,139,251
"10779","puerto-rico",2020-08-22,13282,268,13282,NA,319254,NA,NA,319254,NA,381,7,135,246
"10780","puerto-rico",2020-08-21,13014,438,13014,NA,318986,NA,NA,318986,NA,374,7,134,240
"10781","puerto-rico",2020-08-20,12576,124,12576,NA,318548,NA,NA,318548,NA,367,11,131,236
"10782","puerto-rico",2020-08-19,12452,81,12452,NA,318424,NA,NA,318424,NA,356,10,131,225
"10783","puerto-rico",2020-08-18,12371,648,12371,NA,318343,NA,NA,318343,NA,346,11,130,216
"10784","puerto-rico",2020-08-17,11723,472,11723,NA,317695,NA,NA,317695,NA,335,0,129,206
"10785","puerto-rico",2020-08-16,11251,182,11251,NA,317223,NA,NA,317223,NA,335,6,130,205
"10786","puerto-rico",2020-08-15,11069,339,11069,NA,317041,NA,NA,317041,NA,329,12,128,201
"10787","puerto-rico",2020-08-14,10730,451,10730,NA,316702,NA,NA,316702,NA,317,11,125,192
"10788","puerto-rico",2020-08-13,10279,110,10279,NA,316251,NA,NA,316251,NA,306,11,124,182
"10789","puerto-rico",2020-08-12,10169,564,10169,NA,316141,NA,NA,316141,NA,295,8,121,174
"10790","puerto-rico",2020-08-11,9605,286,9605,NA,315577,NA,NA,315577,NA,287,8,120,167
"10791","puerto-rico",2020-08-10,9319,385,9319,NA,315291,NA,NA,315291,NA,279,0,118,161
"10792","puerto-rico",2020-08-09,8934,361,8934,NA,314906,NA,NA,314906,NA,279,5,118,161
"10793","puerto-rico",2020-08-08,8573,343,8573,NA,314545,NA,NA,314545,NA,274,9,116,158
"10794","puerto-rico",2020-08-07,8230,406,8230,NA,314202,NA,NA,314202,NA,265,7,116,149
"10795","puerto-rico",2020-08-06,7824,140,7824,NA,313796,NA,NA,313796,NA,258,12,114,144
"10796","puerto-rico",2020-08-05,7684,271,7684,NA,313656,NA,NA,313656,NA,246,9,113,133
"10797","puerto-rico",2020-08-04,7413,300,7413,NA,313385,NA,NA,313385,NA,237,7,110,127
"10798","puerto-rico",2020-08-03,7113,278,7113,NA,313085,NA,NA,313085,NA,230,0,111,119
"10799","puerto-rico",2020-08-02,6835,292,6835,NA,312807,NA,NA,312807,NA,230,5,111,119
"10800","puerto-rico",2020-08-01,6543,546,6543,NA,312515,NA,NA,312515,NA,225,6,110,115
"10801","puerto-rico",2020-07-31,5997,77,5997,NA,311969,NA,NA,311969,NA,219,5,106,113
"10802","puerto-rico",2020-07-30,5920,220,5920,NA,311892,NA,NA,311892,NA,214,3,105,109
"10803","puerto-rico",2020-07-29,5700,115,5700,NA,311672,NA,NA,311672,NA,211,2,105,106
"10804","puerto-rico",2020-07-28,5585,169,5585,NA,311557,NA,NA,311557,NA,209,8,105,104
"10805","puerto-rico",2020-07-27,5416,180,5416,NA,311388,NA,NA,311388,NA,201,0,102,99
"10806","puerto-rico",2020-07-26,5236,194,5236,NA,311208,NA,NA,311208,NA,201,0,102,99
"10807","puerto-rico",2020-07-25,5042,248,5042,NA,311014,NA,NA,311014,NA,201,10,102,99
"10808","puerto-rico",2020-07-24,4794,220,4794,NA,310766,NA,NA,310766,NA,191,3,101,90
"10809","puerto-rico",2020-07-23,4574,244,4574,NA,310546,NA,NA,310546,NA,188,3,101,87
"10810","puerto-rico",2020-07-22,4330,75,4330,NA,260096,NA,NA,260096,NA,185,5,101,84
"10811","puerto-rico",2020-07-21,4255,244,4255,NA,260021,NA,NA,260021,NA,180,0,99,81
"10812","puerto-rico",2020-07-20,4011,220,4011,NA,259777,NA,NA,259777,NA,180,2,99,81
"10813","puerto-rico",2020-07-19,3791,330,3791,NA,259557,NA,NA,259557,NA,178,0,97,81
"10814","puerto-rico",2020-07-18,3461,189,3461,NA,259227,NA,NA,259227,NA,178,1,97,81
"10815","puerto-rico",2020-07-17,3272,153,3272,NA,259038,NA,NA,259038,NA,177,5,97,80
"10816","puerto-rico",2020-07-16,3119,76,3119,NA,258885,NA,NA,258885,NA,172,1,97,75
"10817","puerto-rico",2020-07-15,3043,139,3043,NA,258809,NA,NA,258809,NA,171,2,96,75
"10818","puerto-rico",2020-07-14,2904,93,2904,NA,258670,NA,NA,258670,NA,169,2,96,73
"10819","puerto-rico",2020-07-13,2811,228,2811,NA,258577,NA,NA,258577,NA,167,0,96,71
"10820","puerto-rico",2020-07-12,2583,148,2583,NA,258349,NA,NA,258349,NA,167,0,96,71
"10821","puerto-rico",2020-07-11,2435,84,2435,NA,258201,NA,NA,258201,NA,167,8,96,71
"10822","puerto-rico",2020-07-10,2351,116,2351,NA,258117,NA,NA,258117,NA,159,0,95,64
"10823","puerto-rico",2020-07-09,2235,64,2235,NA,258001,NA,NA,258001,NA,159,0,95,64
"10824","puerto-rico",2020-07-08,2171,24,2171,NA,194857,NA,NA,194857,NA,159,2,95,64
"10825","puerto-rico",2020-07-07,2147,76,2147,NA,194833,NA,NA,194833,NA,157,2,95,62
"10826","puerto-rico",2020-07-06,2071,225,2071,NA,194757,NA,NA,194757,NA,155,0,95,60
"10827","puerto-rico",2020-07-05,1846,29,1846,NA,194532,NA,NA,194532,NA,155,0,95,60
"10828","puerto-rico",2020-07-04,1817,26,1817,NA,194503,NA,NA,194503,NA,155,1,95,60
"10829","puerto-rico",2020-07-03,1791,24,1791,NA,194477,NA,NA,194477,NA,154,1,94,60
"10830","puerto-rico",2020-07-02,1767,38,1767,NA,194453,NA,NA,194453,NA,153,0,94,59
"10831","puerto-rico",2020-07-01,1729,36,1729,NA,194415,NA,NA,194415,NA,153,0,94,59
"10832","puerto-rico",2020-06-30,1693,55,1693,NA,194379,NA,NA,194379,NA,153,0,94,59
"10833","puerto-rico",2020-06-29,1638,14,1638,NA,194324,NA,NA,194324,NA,153,0,94,59
"10834","puerto-rico",2020-06-28,1624,22,1624,NA,114904,NA,NA,114904,NA,153,1,94,59
"10835","puerto-rico",2020-06-27,1602,19,1602,NA,114882,NA,NA,114882,NA,152,1,94,58
"10836","puerto-rico",2020-06-26,1583,4,1583,NA,114863,NA,NA,114863,NA,151,0,94,57
"10837","puerto-rico",2020-06-25,1579,2,1579,NA,114859,NA,NA,114859,NA,151,2,94,57
"10838","puerto-rico",2020-06-24,1577,27,1577,NA,114857,NA,NA,114857,NA,149,0,92,57
"10839","puerto-rico",2020-06-23,1550,10,1550,NA,114830,NA,NA,114830,NA,149,0,92,57
"10840","puerto-rico",2020-06-22,1540,7,1540,NA,114820,NA,NA,114820,NA,149,0,92,57
"10841","puerto-rico",2020-06-21,1533,2,1533,NA,114813,NA,NA,114813,NA,149,2,92,57
"10842","puerto-rico",2020-06-20,1531,32,1531,NA,114811,NA,NA,114811,NA,147,0,90,57
"10843","puerto-rico",2020-06-19,1499,3,1499,NA,114779,NA,NA,114779,NA,147,0,90,57
"10844","puerto-rico",2020-06-18,1496,10,1496,NA,114776,NA,NA,114776,NA,147,0,90,57
"10845","puerto-rico",2020-06-17,1486,7,1486,NA,114766,NA,NA,114766,NA,147,0,90,57
"10846","puerto-rico",2020-06-16,1479,2,1479,NA,114759,NA,NA,114759,NA,147,0,90,57
"10847","puerto-rico",2020-06-15,1477,6,1477,NA,114757,NA,NA,114757,NA,147,0,90,57
"10848","puerto-rico",2020-06-14,1471,11,1471,NA,114751,NA,NA,114751,NA,147,1,90,57
"10849","puerto-rico",2020-06-13,1460,17,1460,NA,114740,NA,NA,114740,NA,146,0,90,56
"10850","puerto-rico",2020-06-12,1443,40,1443,NA,114723,NA,NA,114723,NA,146,2,90,56
"10851","puerto-rico",2020-06-11,1403,1,1403,NA,90088,NA,NA,90088,NA,144,1,88,56
"10852","puerto-rico",2020-06-10,1402,16,1402,NA,90087,NA,NA,90087,NA,143,1,80,63
"10853","puerto-rico",2020-06-09,1386,13,1386,NA,90071,NA,NA,90071,NA,142,0,79,63
"10854","puerto-rico",2020-06-08,1373,9,1373,NA,90058,NA,NA,90058,NA,142,0,79,63
"10855","puerto-rico",2020-06-07,1364,4,1364,NA,90049,NA,NA,90049,NA,142,0,79,63
"10856","puerto-rico",2020-06-06,1360,30,1360,NA,90045,NA,NA,90045,NA,142,1,79,63
"10857","puerto-rico",2020-06-05,1330,8,1330,NA,61752,NA,NA,61752,NA,141,1,78,63
"10858","puerto-rico",2020-06-04,1322,9,1322,NA,61744,NA,NA,61744,NA,140,0,77,63
"10859","puerto-rico",2020-06-03,1313,8,1313,NA,61735,NA,NA,61735,NA,140,2,77,63
"10860","puerto-rico",2020-06-02,1305,1,1305,NA,61727,NA,NA,61727,NA,138,2,75,63
"10861","puerto-rico",2020-06-01,1304,0,1304,NA,61726,NA,NA,61726,NA,136,0,73,63
"10862","puerto-rico",2020-05-31,1304,4,1304,NA,61726,NA,NA,61726,NA,136,3,73,63
"10863","puerto-rico",2020-05-30,1300,7,1300,NA,61722,NA,NA,61722,NA,133,1,71,62
"10864","puerto-rico",2020-05-29,1293,13,1293,NA,61715,NA,NA,61715,NA,132,1,70,62
"10865","puerto-rico",2020-05-28,1280,20,1280,NA,61702,NA,NA,61702,NA,131,2,70,61
"10866","puerto-rico",2020-05-27,1260,19,1260,NA,41748,NA,NA,41748,NA,129,0,68,61
"10867","puerto-rico",2020-05-26,1241,1,1241,NA,41729,NA,NA,41729,NA,129,0,68,61
"10868","puerto-rico",2020-05-25,1240,10,1240,NA,41728,NA,NA,41728,NA,129,2,68,61
"10869","puerto-rico",2020-05-24,1230,-640,1230,NA,41718,NA,NA,41718,NA,127,0,66,61
"10870","puerto-rico",2020-05-23,1870,649,1870,NA,42358,NA,NA,42358,NA,127,1,66,61
"10871","puerto-rico",2020-05-22,1221,8,1221,NA,41709,NA,NA,41709,NA,126,0,66,60
"10872","puerto-rico",2020-05-21,1213,7,1213,NA,41701,NA,NA,41701,NA,126,1,66,60
"10873","puerto-rico",2020-05-20,1206,-1,1206,NA,1206,NA,NA,1206,NA,125,1,NA,66
"10874","puerto-rico",2020-05-19,1207,12,1207,NA,1207,NA,NA,1207,NA,124,0,NA,60
"10875","puerto-rico",2020-05-18,1195,48,1195,NA,1195,NA,NA,1195,NA,124,1,NA,60
"10876","puerto-rico",2020-05-17,1147,33,1147,NA,1147,NA,NA,1147,NA,123,1,NA,60
"10877","puerto-rico",2020-05-16,1114,26,1114,NA,1114,NA,NA,1114,NA,122,0,NA,59
"10878","puerto-rico",2020-05-15,1088,15,1088,NA,1088,NA,NA,1088,NA,122,5,NA,63
"10879","puerto-rico",2020-05-14,1073,9,1073,NA,1073,NA,NA,1073,NA,117,2,NA,58
"10880","puerto-rico",2020-05-13,1064,2,1064,NA,1064,NA,NA,1064,NA,115,1,NA,58
"10881","puerto-rico",2020-05-12,1062,8,1062,NA,1062,NA,NA,1062,NA,114,1,NA,58
"10882","puerto-rico",2020-05-11,1054,14,1054,NA,1054,NA,NA,1054,NA,113,2,NA,57
"10883","puerto-rico",2020-05-10,1040,6,1040,NA,1040,NA,NA,1040,NA,111,3,NA,57
"10884","puerto-rico",2020-05-09,1034,5,1034,NA,1034,NA,NA,1034,NA,108,1,NA,57
"10885","puerto-rico",2020-05-08,1029,16,1029,NA,1029,NA,NA,1029,NA,107,5,NA,56
"10886","puerto-rico",2020-05-07,1013,7,1013,NA,1013,NA,NA,1013,NA,102,3,NA,56
"10887","puerto-rico",2020-05-06,1006,1,1006,NA,1006,NA,NA,1006,NA,99,0,NA,56
"10888","puerto-rico",2020-05-05,1005,4,1005,NA,10318,NA,NA,10318,NA,99,2,NA,56
"10889","puerto-rico",2020-05-04,1001,13,1001,NA,10314,NA,NA,10314,NA,97,0,NA,54
"10890","puerto-rico",2020-05-03,988,15,988,NA,10301,NA,NA,10301,NA,97,2,NA,53
"10891","puerto-rico",2020-05-02,973,9,973,NA,10286,NA,NA,10286,NA,95,3,NA,53
"10892","puerto-rico",2020-05-01,964,9,964,NA,10277,NA,NA,10277,NA,92,0,NA,51
"10893","puerto-rico",2020-04-30,955,51,955,NA,10268,NA,NA,10268,NA,92,6,NA,51
"10894","puerto-rico",2020-04-29,904,6,904,NA,10217,NA,NA,10217,NA,86,0,NA,51
"10895","puerto-rico",2020-04-28,898,3,898,NA,10211,NA,NA,10211,NA,86,2,NA,NA
"10896","puerto-rico",2020-04-27,895,4,895,NA,10208,NA,NA,10208,NA,84,0,NA,NA
"10897","puerto-rico",2020-04-26,891,13,891,NA,10204,NA,NA,10204,NA,84,1,NA,NA
"10898","puerto-rico",2020-04-25,878,7,878,NA,10191,NA,NA,10191,NA,83,6,NA,NA
"10899","puerto-rico",2020-04-24,871,-44,871,NA,10184,NA,NA,10184,NA,77,8,NA,NA
"10900","puerto-rico",2020-04-23,915,0,NA,NA,10228,NA,NA,10228,NA,69,2,NA,NA
"10901","puerto-rico",2020-04-22,915,-383,NA,NA,9757,NA,NA,9757,NA,67,3,NA,NA
"10902","puerto-rico",2020-04-21,1298,46,NA,NA,10087,NA,NA,10087,NA,64,1,NA,NA
"10903","puerto-rico",2020-04-20,1252,39,NA,NA,9738,NA,NA,9738,NA,63,1,NA,NA
"10904","puerto-rico",2020-04-19,1213,95,NA,NA,9493,NA,NA,9493,NA,62,2,NA,NA
"10905","puerto-rico",2020-04-18,1118,50,NA,NA,9173,NA,NA,9173,NA,60,2,NA,NA
"10906","puerto-rico",2020-04-17,1068,25,NA,NA,8932,NA,NA,8932,NA,58,2,NA,NA
"10907","puerto-rico",2020-04-16,1043,69,NA,NA,8358,NA,NA,8358,NA,56,5,NA,NA
"10908","puerto-rico",2020-04-15,974,51,NA,NA,7799,NA,NA,7799,NA,51,6,NA,NA
"10909","puerto-rico",2020-04-14,923,20,NA,NA,7207,NA,NA,7207,NA,45,0,NA,NA
"10910","puerto-rico",2020-04-13,903,6,NA,NA,6863,NA,NA,6863,NA,45,1,NA,NA
"10911","puerto-rico",2020-04-12,897,109,NA,NA,6716,NA,NA,6716,NA,44,2,NA,NA
"10912","puerto-rico",2020-04-11,788,63,NA,NA,6371,NA,NA,6371,NA,42,3,NA,NA
"10913","puerto-rico",2020-04-10,725,42,NA,NA,5846,NA,NA,5846,NA,39,6,NA,NA
"10914","puerto-rico",2020-04-09,683,63,NA,NA,5386,NA,NA,5386,NA,33,9,NA,NA
"10915","puerto-rico",2020-04-08,620,47,NA,NA,4886,NA,NA,4886,NA,24,1,NA,NA
"10916","puerto-rico",2020-04-07,573,60,NA,NA,4539,NA,NA,4539,NA,23,2,NA,NA
"10917","puerto-rico",2020-04-06,513,38,NA,NA,3945,NA,NA,3945,NA,21,1,NA,NA
"10918","puerto-rico",2020-04-05,475,23,NA,NA,3548,NA,NA,3548,NA,20,2,NA,NA
"10919","puerto-rico",2020-04-04,452,74,NA,NA,3057,NA,NA,3057,NA,18,3,NA,NA
"10920","puerto-rico",2020-04-03,378,62,NA,NA,2427,NA,NA,2427,NA,15,3,NA,NA
"10921","puerto-rico",2020-04-02,316,30,NA,NA,1920,NA,NA,1920,NA,12,1,NA,NA
"10922","puerto-rico",2020-04-01,286,47,NA,NA,1695,NA,NA,1695,NA,11,3,NA,NA
"10923","rhode-island",2020-12-10,69247,948,69247,NA,1694802,NA,NA,1694802,4288,1498,14,NA,NA
"10924","rhode-island",2020-12-09,68299,1232,68299,NA,1681329,NA,NA,1681329,4227,1484,14,NA,NA
"10925","rhode-island",2020-12-08,67067,1249,67067,NA,1663288,NA,NA,1663288,4167,1470,22,NA,NA
"10926","rhode-island",2020-12-07,65818,844,65818,NA,1651621,NA,NA,1651621,4104,1448,11,NA,NA
"10927","rhode-island",2020-12-06,64974,1030,64974,NA,1643765,NA,NA,1643765,4104,1437,8,NA,NA
"10928","rhode-island",2020-12-05,63944,1807,63944,NA,1629991,NA,NA,1629991,4065,1429,16,NA,NA
"10929","rhode-island",2020-12-04,62137,1415,62137,NA,1608848,NA,NA,1608848,3939,1413,13,NA,NA
"10930","rhode-island",2020-12-03,60722,1717,60722,NA,1594007,NA,NA,1594007,3892,1400,9,NA,NA
"10931","rhode-island",2020-12-02,59005,1099,59005,NA,1574531,NA,NA,1574531,3839,1391,11,NA,NA
"10932","rhode-island",2020-12-01,57906,1183,57906,NA,1561914,NA,NA,1561914,3777,1380,7,NA,NA
"10933","rhode-island",2020-11-30,56723,651,56723,NA,1550160,NA,NA,1550160,3737,1373,8,NA,NA
"10934","rhode-island",2020-11-29,56072,1055,56072,NA,1543046,NA,NA,1543046,3737,1365,2,NA,NA
"10935","rhode-island",2020-11-28,55017,1063,55017,NA,1530255,NA,NA,1530255,3701,1363,17,NA,NA
"10936","rhode-island",2020-11-27,53954,463,53954,NA,1519021,NA,NA,1519021,3619,1346,4,NA,NA
"10937","rhode-island",2020-11-26,53491,1174,53491,NA,1512163,NA,NA,1512163,3619,1342,7,NA,NA
"10938","rhode-island",2020-11-25,52317,893,52317,NA,1492195,NA,NA,1492195,3510,1335,10,NA,NA
"10939","rhode-island",2020-11-24,51424,851,51424,NA,1479845,NA,NA,1479845,3469,1325,16,NA,NA
"10940","rhode-island",2020-11-23,50573,429,50573,NA,1468082,NA,NA,1468082,3436,1309,6,NA,NA
"10941","rhode-island",2020-11-22,50144,738,50144,NA,1460403,NA,NA,1460403,3436,1303,3,NA,NA
"10942","rhode-island",2020-11-21,49406,1405,49406,NA,1442350,NA,NA,1442350,3402,1300,6,NA,NA
"10943","rhode-island",2020-11-20,48001,1050,48001,NA,1416028,NA,NA,1416028,3314,1294,6,NA,NA
"10944","rhode-island",2020-11-19,46951,1040,46951,NA,1401163,NA,NA,1401163,3277,1288,4,NA,NA
